SITEVISITID,SITE,OBS_YEAR,DATE_,MISSIONID,OCC_SITEID,ANALYSIS_YEAR,ANALYSIS_SCHEME,SEC_NAME,EXCLUDE_FLAG,TRANSECT_PHOTOS,Oceanography,METHOD,REGION,ISLAND,PERM_SITE,CLIMATE_STATION_YN,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,CCA,CORAL,EMA,HAL,I,MA,SC,SED,TURF,N,new.N
4383,SWA-00123,2012,3/23/2012,HA1201,NA,2012,RAMP_BASIC,SWA_OPEN,0,-1,0,CNET,SAMOA,Swains,0,0,-11.06149,-171.0682,Forereef,Deep,11.37931,15.17241,26.55172,0,0,35.51724,0,0,11.37931,300,290
4384,SWA-00122,2012,3/23/2012,HA1201,NA,2012,RAMP_BASIC,SWA_OPEN,0,-1,0,CNET,SAMOA,Swains,0,0,-11.05623,-171.0921,Forereef,Deep,6.506849,50.68493,4.452055,0,0,27.05479,0.6849315,0,10.61644,300,292
4385,SWA-00106,2012,3/23/2012,HA1201,NA,2012,RAMP_BASIC,SWA_OPEN,0,-1,0,CNET,SAMOA,Swains,0,0,-11.06478,-171.0724,Forereef,Mid,10.48951,32.51748,18.88112,0,0,32.51748,0.3496503,0,5.244755,300,286
4386,SWA-00120,2012,3/23/2012,HA1201,NA,2012,RAMP_BASIC,SWA_SANCTUARY,0,-1,0,CNET,SAMOA,Swains,0,0,-11.05272,-171.0647,Forereef,Mid,17.24138,12.06897,36.2069,0.6896552,0,22.41379,0,0,11.37931,300,290
4387,SWA-00078,2012,3/23/2012,HA1201,NA,2012,RAMP_BASIC,SWA_SANCTUARY,0,-1,0,CNET,SAMOA,Swains,0,0,-11.0678,-171.0777,Forereef,Shallow,16.14035,49.82456,14.73684,0,0,10.87719,0,0,8.421053,300,285
4394,TUT-00584,2012,3/25/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29318,-170.6585,Forereef,Deep,10.99656,12.37113,18.5567,6.872852,0,4.123711,0,2.061856,45.01718,300,291
4395,TUT-00572,2012,3/25/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29044,-170.6654,Forereef,Mid,22.55892,17.50842,39.39394,1.010101,1.683502,1.683502,2.020202,0.3367003,13.80471,300,297
4396,TUT-00573,2012,3/25/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.30155,-170.681,Forereef,Mid,22.1831,9.15493,27.46479,2.112676,0,17.95775,1.408451,0,19.71831,290,284
4397,TUT-00557,2012,3/25/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.30065,-170.6773,Forereef,Shallow,30.34483,17.93103,15.86207,0,1.37931,0,0.3448276,1.034483,33.10345,300,290
4399,TUT-00551,2012,3/25/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29117,-170.6745,Forereef,Shallow,7.665505,41.46341,6.271777,0,0.6968641,1.045296,0.3484321,0,42.50871,300,287
4440,TUT-00010,2012,4/1/2012,HA1201,NA,2012,NA,TUT_SE_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.31137,-170.6929,Forereef,Mid,19.86379,8.967083,21.5664,3.632236,0,31.89557,1.816118,0,12.2588,960,881
4441,TUT-00009,2012,4/1/2012,HA1201,NA,2012,NA,TUT_SE_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.33595,-170.7045,Forereef,Mid,8.256881,59.63303,1.949541,0,0.2293578,0.9174312,1.146789,0.2293578,27.63761,960,872
4442,TUT-00021,2012,4/1/2012,HA1201,NA,2012,NA,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,-1,0,-14.35095,-170.7283,Forereef,Mid,38.32753,20.90592,27.1777,0.6968641,0,0.3484321,0,0,12.54355,300,287
4444,TUT-00513,2012,4/1/2012,HA1201,OCC-TUT-011,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28834,-170.6347,Forereef,Mid,16.55172,26.89655,45.17241,0.6896552,0,0.6896552,0.6896552,0,9.310345,300,290
4445,TUT-00514,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.31263,-170.6449,Forereef,Mid,56,7.272727,17.81818,2.181818,0.3636364,1.090909,1.454545,0,13.81818,300,275
4446,TUT-00508,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.31482,-170.6525,Forereef,Mid,28.51711,0.7604563,28.13688,0,0,0,0,0.3802281,42.20532,280,263
4447,TUT-00561,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.32822,-170.6941,Forereef,Deep,13.0137,5.479452,16.43836,2.739726,0.6849315,0,0.3424658,2.739726,58.56164,300,292
4448,TUT-00501,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.32306,-170.6978,Forereef,Shallow,25.36232,13.04348,10.14493,0,0.3623188,0.7246377,0,0,50.36232,300,276
4449,TUT-00502,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.33394,-170.701,Forereef,Mid,11.72161,49.45055,3.296703,0,0,0.7326007,0.3663004,0,34.43223,300,273
4450,TUT-00610,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.33854,-170.7166,Forereef,Mid,24.10423,22.14984,15.30945,0,11.72638,7.491857,5.537459,0,13.68078,320,307
4451,TUT-00586,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.27413,-170.6202,Forereef,Shallow,53.45455,14.90909,12.36364,0,0,0.7272727,0,0,18.54545,300,275
4452,TUT-00588,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29513,-170.6243,Forereef,Deep,41.81185,18.4669,27.52613,4.181185,0.3484321,1.393728,0,0,6.271777,300,287
4453,TUT-00504,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28248,-170.6365,Forereef,Mid,22.37288,2.711864,26.77966,14.57627,0.3389831,17.62712,1.694915,0,13.89831,300,295
4454,TUT-00515,2012,4/1/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.30945,-170.6427,Forereef,Mid,9.310345,50,1.724138,0,0,0.3448276,0.3448276,0,38.27586,300,290
4456,TUT-00013,2012,4/2/2012,HA1201,OCC-TUT-029,2012,NA,TUT_NE_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.26046,-170.7119,Forereef,Mid,8.415301,6.885246,13.00546,1.857923,0.6557377,1.967213,0,0,67.21311,960,915
4457,TUT-00019,2012,4/2/2012,HA1201,OCC-TUT-025,2012,NA,TUT_NW_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.28323,-170.728,Forereef,Mid,23.54874,17.85323,5.695509,7.228916,1.314348,3.833516,0,7.009858,33.51588,960,913
4458,TUT-00008,2012,4/2/2012,HA1201,OCC-TUT-023,2012,NA,TUT_NW_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.29173,-170.7806,Forereef,Mid,7.126949,13.80846,6.124722,3.563474,0.1113586,1.893096,0,19.15367,48.21826,960,898
4462,TUT-00503,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.282,-170.733,Forereef,Mid,13.14879,32.52595,6.228374,0,0.6920415,0,0.3460208,0.6920415,46.36678,300,289
4463,TUT-00527,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28766,-170.759,Forereef,Deep,3.378378,3.716216,4.72973,4.72973,0.3378378,0.6756757,0,9.459459,72.97297,300,296
4464,TUT-00526,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29078,-170.8003,Forereef,Mid,3.666667,8.666667,25.33333,0,0,0,0,0,62.33333,300,300
4465,TUT-00536,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25261,-170.6982,Forereef,Mid,1.37457,56.01375,2.061856,2.061856,0,3.092784,0,0,35.39519,300,291
4466,TUT-00517,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25374,-170.7004,Forereef,Shallow,3.030303,12.45791,4.713805,0,0,1.683502,0,0,78.11448,300,297
4467,TUT-00548,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.27825,-170.7357,Forereef,Deep,8.421053,48.07018,2.105263,0,0.3508772,0,0.3508772,2.105263,38.59649,300,285
4468,TUT-00563,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.28919,-170.7423,Forereef,Mid,29.89691,12.02749,33.33333,2.749141,0.6872852,3.092784,0.6872852,0.6872852,16.83849,300,291
4469,TUT-00596,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29242,-170.7516,Forereef,Mid,10.9215,12.96928,56.31399,1.023891,0,0.6825939,0,0,18.08874,300,293
4470,TUT-00520,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.27827,-170.8092,Forereef,Deep,38.65248,38.65248,13.47518,0.3546099,0,0.7092199,0,0,8.156028,300,282
4471,TUT-00539,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29694,-170.811,Forereef,Shallow,11.56463,26.53061,10.54422,0,0.3401361,0.6802721,0,0,50.34014,300,294
4472,TUT-00628,2012,4/2/2012,HA1201,NA,2012,TUT10_12,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.29236,-170.7736,Forereef,Shallow,2.730375,2.047782,10.23891,0,0,2.389078,0,2.389078,80.20478,300,293
4474,TUT-00593,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.36869,-170.7789,Forereef,Deep,9.459459,51.01351,3.716216,0.3378378,0,0,1.689189,5.067568,28.71622,300,296
4475,TUT-00595,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.36132,-170.8075,Forereef,Deep,18.96552,17.58621,10,1.034483,0.3448276,0.3448276,0,1.37931,50.34483,300,290
4477,TUT-00505,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.35328,-170.7884,Forereef,Deep,9.375,51.04167,3.472222,0,0.3472222,0,0.3472222,3.472222,31.94444,300,288
4478,TUT-00546,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.33572,-170.7962,Forereef,Mid,19.58763,50.51546,15.80756,5.841924,0,0.6872852,0,0,7.560137,300,291
4479,TUT-00511,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.33389,-170.8088,Forereef,Mid,41.89189,19.25676,13.51351,6.081081,3.716216,6.418919,0,0,9.121622,300,296
4480,TUT-00591,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.3353,-170.8078,Forereef,Deep,9.655172,15.86207,18.62069,22.06897,0,11.37931,0,0,22.41379,300,290
4481,TUT-00022,2012,4/3/2012,HA1201,NA,2012,NA,TUT_FAGATELE,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.36594,-170.7634,Forereef,Mid,27.39884,40.11561,11.56069,2.890173,0.1156069,1.50289,0.9248555,0,15.49133,960,865
4482,TUT-00023,2012,4/3/2012,HA1201,NA,2012,NA,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,-1,0,-14.34276,-170.789,Forereef,Mid,22.14765,48.65772,13.42282,0,0,0,0,4.026846,11.74497,300,298
4483,TUT-00006,2012,4/3/2012,HA1201,NA,2012,NA,TUT_SW_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.32808,-170.8319,Forereef,Mid,15.8361,36.76633,8.9701,11.51717,0.110742,0.3322259,0,0.2214839,26.24585,960,903
4484,TUT-00562,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.36002,-170.7338,Forereef,Deep,28.52234,23.3677,20.61856,1.718213,0.6872852,3.092784,2.749141,1.37457,17.86942,300,291
4485,TUT-00544,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.36472,-170.7386,Forereef,Mid,30.27211,25.85034,9.183673,0,0,0,0.3401361,1.020408,33.33333,300,294
4486,TUT-00549,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_FAGALUA,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.35984,-170.7501,Forereef,Shallow,22.83737,24.91349,6.228374,0,0,0,0.3460208,5.536332,40.13841,300,289
4487,TUT-00695,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.36109,-170.7873,Forereef,Deep,7.534247,40.06849,3.082192,0,0,0,1.712329,1.712329,45.89041,300,292
4488,TUT-00663,2012,4/3/2012,HA1201,NA,2012,TUT10_12,TUT_SW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.36011,-170.7808,Forereef,Shallow,6.802721,18.70748,6.802721,0,0,0,0.3401361,12.2449,55.10204,300,294
4496,TUT-00691,2012,4/4/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23845,-170.6687,Forereef,Deep,6.52921,4.810997,3.780069,0,0,0,0,16.49485,68.38488,300,291
4497,TUT-00828,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.22953,-170.671,Forereef,Mid,13.60544,46.59864,17.34694,0,1.020408,0.3401361,1.020408,0,20.06803,300,294
4498,TUT-00808,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24652,-170.668,Forereef,Mid,13.879,2.846975,45.19573,1.779359,0,0,0,0,36.29893,300,281
4499,TUT-00801,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24658,-170.667,Forereef,Mid,12.80277,2.076125,53.2872,0.3460208,0.3460208,0.6920415,0,0,30.44983,300,289
4500,TUT-00821,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24546,-170.6713,Forereef,Deep,1.365188,8.191126,1.023891,0.3412969,0,1.365188,0.3412969,30.37543,56.99659,300,293
4501,TUT-00871,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24895,-170.6741,Forereef,Shallow,3.040541,14.52703,1.689189,0,0,6.081081,0,11.14865,63.51351,300,296
4502,TUT-00014,2012,4/4/2012,HA1201,NA,2012,NA,TUT_NE_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.25372,-170.6526,Forereef,Mid,9.882353,4.588235,6.470588,12.58824,0.3529412,16.70588,0,5.176471,44.23529,960,850
4503,TUT-00018,2012,4/4/2012,HA1201,NA,2012,NA,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,-1,0,-14.25169,-170.6894,Forereef,Mid,10.5802,44.0273,10.5802,0,15.01706,1.023891,0,0.6825939,18.08874,300,293
4504,TUT-00005,2012,4/4/2012,HA1201,NA,2012,NA,TUT_NE_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.25184,-170.6235,Forereef,Mid,13.60544,12.92517,9.52381,0,0.1133787,4.195011,0,8.843537,50.79365,960,882
4505,TUT-00811,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23955,-170.6686,Forereef,Deep,7.508532,14.67577,4.778157,0,0,0.6825939,0,12.28669,60.06826,300,293
4506,TUT-00875,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23566,-170.6705,Forereef,Shallow,10.84746,9.491525,23.72881,0,1.016949,1.355932,0,0.3389831,53.22034,300,295
4507,TUT-00802,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24867,-170.6709,Forereef,Mid,1,34.33333,3.333333,5.666667,0,8,0,3,44.66667,300,300
4508,TUT-00817,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24567,-170.6659,Forereef,Deep,7.094595,14.86486,16.55405,0,0,1.013514,0,14.18919,46.28378,300,296
4509,TUT-00815,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24618,-170.6619,Forereef,Mid,11.56463,70.7483,5.102041,0,0,0,0.3401361,1.360544,10.88435,300,294
4510,TUT-00826,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24661,-170.6625,Forereef,Mid,31.22807,39.29825,13.33333,0,0,0,0,0.7017544,15.4386,300,285
4511,TUT-00819,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24512,-170.6617,Forereef,Deep,13.0137,30.47945,9.246575,4.794521,0,1.369863,0,0.6849315,40.41096,300,292
4512,TUT-00876,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2469,-170.6619,Forereef,Shallow,10.10101,38.38384,11.44781,0,0.3367003,0.3367003,0,0,39.39394,300,297
4513,TUT-00831,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23731,-170.6682,Forereef,Deep,19.31034,12.06897,33.44828,0,0,0,0,0,35.17241,300,290
4514,TUT-00824,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23148,-170.6702,Forereef,Mid,9.278351,5.498282,13.40206,0,0,1.37457,0,1.030928,69.41581,300,291
4515,TUT-00813,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2466,-170.6653,Forereef,Mid,18.77133,14.33447,33.1058,0,0,3.071672,0,0,30.71672,300,293
4516,TUT-00825,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2498,-170.672,Forereef,Shallow,3.071672,0.3412969,2.389078,0,0,0,0,9.897611,84.30034,300,293
4517,TUT-00810,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24522,-170.6708,Forereef,Deep,1.666667,2.333333,5.333333,1.666667,0.6666667,1.333333,0.3333333,22.66667,64,300,300
4518,TUT-00838,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24779,-170.6703,Forereef,Deep,1.020408,3.401361,0.6802721,3.401361,0,1.70068,0,45.91837,43.87755,300,294
4519,TUT-00516,2012,4/4/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23416,-170.6695,Forereef,Deep,6.802721,25.17007,5.782313,0,0.3401361,0,0,0.6802721,61.22449,300,294
4520,TUT-00837,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24721,-170.6691,Forereef,Mid,6.756757,18.58108,11.82432,6.081081,0,1.689189,4.72973,3.040541,47.2973,300,296
4521,TUT-00814,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23288,-170.6701,Forereef,Mid,5.050505,1.010101,31.98653,0,0,0,0,1.010101,60.94276,300,297
4522,TUT-00823,2012,4/4/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2471,-170.6672,Forereef,Shallow,25.33784,3.378378,13.85135,0,0,0,0,0,57.43243,300,296
4527,TUT-00583,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2305,-170.6962,Forereef,Deep,0,7.482993,1.70068,1.360544,0,0.6802721,0,4.421769,84.35374,300,294
4528,TUT-00541,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24259,-170.6801,Forereef,Deep,4.137931,39.65517,1.724138,0,0.3448276,0.3448276,0,4.137931,49.65517,300,290
4529,TUT-00579,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23926,-170.6758,Forereef,Mid,0.3378378,63.17568,0.3378378,0,0,0.6756757,0.3378378,2.364865,32.77027,300,296
4530,TUT-00521,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25093,-170.5995,Forereef,Deep,4.081633,21.76871,1.360544,0,0,0.3401361,0,10.88435,61.56463,300,294
4531,TUT-00653,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25492,-170.6046,Forereef,Shallow,3.344482,60.86957,1.672241,0,0,0,0,0,34.11371,310,299
4532,TUT-00554,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24501,-170.5665,Forereef,Mid,3.424658,2.054795,9.246575,0.3424658,0,1.369863,0,0,83.56164,300,292
4533,TUT-00630,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24541,-170.5633,Forereef,Mid,1.023891,0,6.484642,0,0.3412969,0,0,1.706485,90.44369,300,293
4534,TUT-00525,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25079,-170.5628,Forereef,Shallow,49.81273,20.97378,2.247191,0,0,0,1.123596,0,25.8427,300,267
4535,TUT-00017,2012,4/5/2012,HA1201,OCC-TUT-005,2012,NA,TUT_NE_OPEN,0,-1,0,CPCE,SAMOA,Tutuila,-1,0,-14.24606,-170.5718,Forereef,Mid,28.16092,35.97701,15.17241,0,0.2298851,0,1.724138,0,18.73563,960,870
4536,TUT-00004,2012,4/5/2012,HA1201,NA,2012,NA,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,-1,0,-14.25606,-170.6058,Forereef,Mid,2.068966,36.2069,9.310345,0,0.6896552,0.6896552,0,11.37931,39.65517,290,290
4537,TUT-00003,2012,4/5/2012,HA1201,NA,2012,NA,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,-1,0,-14.26732,-170.5616,Forereef,Mid,32.77592,29.43144,21.40468,2.341137,0,0,1.003344,0,13.04348,300,299
4538,TUT-00509,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24795,-170.6251,Forereef,Mid,22.7758,34.1637,17.08185,0,0,0.7117438,0,0,25.2669,300,281
4539,TUT-00519,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25544,-170.6237,Forereef,Mid,8.417508,7.070707,8.080808,3.030303,0,8.080808,0,3.703704,61.61616,300,297
4540,TUT-00558,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.25439,-170.5913,Forereef,Deep,8.813559,48.81356,3.050847,1.355932,0,1.355932,0.3389831,1.694915,34.57627,300,295
4541,TUT-00577,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.2561,-170.5942,Forereef,Shallow,19.79167,46.18056,7.291667,0,1.388889,0.3472222,0,0,25,300,288
4542,TUT-00500,2012,4/5/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.24864,-170.5852,Forereef,Deep,1.37931,6.896552,2.413793,0,0,0,0.3448276,11.03448,77.93103,300,290
4543,TUT-00012,2012,4/6/2012,HA1201,NA,2012,NA,TUT_NW_OPEN,0,-1,0,CNET,SAMOA,Tutuila,-1,0,-14.28982,-170.7595,Forereef,Mid,13.75839,20.80537,18.79195,0.3355705,0,1.006711,0,0.6711409,44.63087,300,298
4544,TUT-00597,2012,4/6/2012,HA1201,NA,2012,TUT10_12,TUT_NE_OPEN,0,-1,0,CNET,SAMOA,Tutuila,0,0,-14.22548,-170.647,Forereef,Deep,13.86861,7.664234,34.30657,0,0,2.554745,0,0,41.60584,300,274
4545,TUT-00836,2012,4/6/2012,HA1201,NA,2012,NO SCHEME,VATIA_FAGAALU,-1,-1,0,CNET,SAMOA,Tutuila,0,0,-14.23703,-170.6703,Forereef,Mid,5.862069,37.58621,4.137931,0,0,0,0,0,52.41379,300,290
