SITEVISITID,SITE,OBS_YEAR,DATE_,MISSIONID,OCC_SITEID,ANALYSIS_YEAR,ANALYSIS_SCHEME,SEC_NAME,EXCLUDE_FLAG,TRANSECT_PHOTOS,Oceanography,METHOD,REGION,ISLAND,PERM_SITE,CLIMATE_STATION_YN,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,ACAS,ACBR,ACPH,ACTA,AMSP,ASPP,ASSP,AVSP,CAUL,CHLS,COSP,CYPS,DICO,DICT,ECHL,ECHP,FASP,FAVS,GALI,GALS,GASP,GOAL,GONS,HALI,HYSP,ISSP,LEPT,LESP,LOBO,LOSY,MICR,MOEN,MONE,NEOM,PADI,PAVS,PESP,PLLE,POCS,POMA,PONM,PSSP,STYS,TURS,AMNE,ANTI,ASTS,BGMA,BI,BR,BRMA,BRY,CCAH,CCAR,CMOR,COL,DISP,EMA,ENC,EUSP,FINE,FOL,FREE,FUSP,GC,GRMA,HARD,HCOE,HYCO,LOBS,LPHY,MASS,MESP,MISP,MOBR,MOFO,MONS,OCTO,OUSP,PACS,PAEN,PAFO,PAMA,PHSP,PLER,PLSP,POBR,POEN,POFO,RDMA,RUB,SAND,SG,SP,SYSP,TUN,TURFH,TURFR,UI,UPMA,USC,ZO,HAL,NS,TAB,N,new.N
6505,WAK-00001,2014,3/16/2014,HA1401,OCC-WAK-008,2014,RAMP_BASIC,Wake,0,-1,1,CPCE,PRIAs,Wake,-1,-1,19.28015,166.6275,Forereef,Mid,1.052632,0,0,0,0,0,0.3508772,0,0,0,0,0,0,0,0,0,2.45614,0.7017544,0,0,0,0,2.807018,0,0,0,0.3508772,0,0,0,0,44.5614,0,0,0,0,0,0,9.824561,5.964912,0,0,0,0,0,0,0,0,0,0,0,0,0.7017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7017544,0,0,0,0,29.12281,0,0,0.3508772,0,0,0,0,0,310,285
6506,WAK-00154,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.30706,166.5937,Forereef,Deep,0.3597122,0,0,0,0,0,1.079137,0,0,0,2.158273,0.3597122,1.079137,0,0,0,2.158273,0.3597122,0,0,0.3597122,0,1.438849,0.7194245,0,0,0,0,0,0,0,20.86331,0,0,0,1.438849,0,0,4.316547,10.07194,0,0,0,0,0,0,0,0.3597122,0,0,0,0,0,0,0,0,0,0,0.7194245,0,0,2.517986,0,0,0,0,0,0,0,0,0,3.23741,0,0,0,0,0,1.798561,0,0,0,0,0,0,0,0,0,0,0,0,0,1.798561,0,0,0,0,33.09353,0,0,9.71223,0,0,0,0,0,300,278
6507,WAK-00302,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.32132,166.6039,Forereef,Shallow,0,0.7117438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.135231,0.3558719,0,0,0,0,0,0,0,0,0,0,0,0,0,5.338078,0,0,0,0,0,0,5.69395,0,0,0,0,0,0,0,0,1.067616,0,0,0,0,9.608541,0,0,0,0,14.94662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.14235,0,0,0,0,0,0,0,0,300,281
6508,WAK-00263,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.30821,166.5938,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77305,0.3546099,0,0,0,0,1.06383,0,0,0,0,0,0,0,0,10.28369,0,0,0,0,0,0,8.510638,0,0,0,0,0,0,0,0,0,0,0,0,0,9.929078,0,0,0,0,32.62411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.10638,0,0,0,0,0,0,0.3546099,0,300,282
6509,WAK-00267,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.3026,166.5951,Forereef,Mid,1.628664,0,0,0,0,0,2.931596,0,0,0,0,0.9771987,7.166124,0,0,0,1.628664,0,0,0,0,0,3.908795,0.6514658,0,0,0,0,0,0,0,20.52117,0,0,0,0.9771987,0,0,4.560261,8.794788,0,0,0,0,0,0,0,0,0,0,0,0,1.954397,0,0,0,0,0.3257329,0.3257329,0,0,0,0,0,0,0,0,0,0,0,0,1.302932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9771987,0,0,0,0,40.06515,0,0,1.302932,0,0,0,0,0,310,307
6510,WAK-00006,2014,3/17/2014,HA1401,OCC-WAK-011,2014,RAMP_BASIC,Wake,0,-1,1,CPCE,PRIAs,Wake,-1,-1,19.29172,166.6074,Forereef,Mid,0,1.045296,0,0,0,0,0.3484321,0,0,0,0,1.74216,0,0,0,0,0.3484321,0,0,0,0,0,4.181185,1.045296,0,0,0,0,0,0,0,37.97909,0,0,0,0.3484321,0,0,6.968641,5.226481,0,5.923345,0,0,0,0,0,1.045296,0,0,0,0,1.045296,0,0,0,0,1.045296,0,0,0,0.3484321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35889,0,0,0,0,0,0,0,0,310,287
6511,WAK-00008,2014,3/17/2014,HA1401,OCC-WAK-013,2014,RAMP_BASIC,Wake,0,-1,1,CPCE,PRIAs,Wake,-1,-1,19.31654,166.5982,Forereef,Mid,1.092896,0,0,0,0,0,0.5464481,0,0,0,0,0,0,0,0,0,0.3642987,0.1821494,0,0,0,0,0.3642987,0.3642987,0,0,0,0,0,0,0,5.64663,0,0,0,0.1821494,0,0,5.464481,5.282332,0,0,0,0,0,0,0,0,0,0,0,0,8.378871,0,0,0,0,13.47905,0.5464481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9235,0,0,0.1821494,0,0,0,0,0,590,549
6512,WAK-00172,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.32573,166.6104,Forereef,Deep,1.027397,0,0,0,0,0,0.3424658,0,0,0,0,0,0,0,0,0,2.054795,0,0,0,0,0,0.6849315,1.369863,0,0,0,0,0,0,0,10.61644,0,0,0,0.3424658,0,0,3.424658,0.3424658,0,0,0,0,0,0,0,0,0,0,0,0,2.739726,0,0,0,0,0.3424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6849315,0,0,0,0,0,21.57534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.42466,0,0,1.027397,0,0,0,0,0,300,292
6513,WAK-00252,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.3236,166.6057,Forereef,Mid,0,0,0,0,0,0,2.189781,0,0,0,0,0,0,0,0,0.3649635,4.014599,2.554745,0,0,0,0,1.459854,1.459854,0,0,0,0,0,0,0,21.53285,0,0,0,0.729927,0,0,8.029197,0,1.824818,0,0,0,0,0,0,1.094891,0,0,0,0,4.744526,0,0,0,0,7.29927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729927,0,0,0,0,0,2.189781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.41606,0,0,0,0,0,0,0.3649635,0,300,274
6514,WAK-00176,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.3164,166.5989,Forereef,Shallow,0,0.3424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.136986,0,0,0,0.6849315,0,0,5.821918,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9726,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.69863,0,0,0,0,0,0,0,0,300,292
6515,WAK-00266,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31375,166.5955,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3378378,0,0,0,0,0,0,0,0,0,0,0,0,0,22.97297,0,5.067568,0,0,0,0,0,0,0,0,4.391892,0,0,0,0,14.18919,0,0,0,0,0,0,0,0,0,0,0,0,0,2.364865,0,0,0,0,0.6756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3378378,0,0,0,0,0,48.98649,0,0,0.3378378,0,0,0,0.3378378,0,300,296
6516,WAK-00192,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.30582,166.5942,Forereef,Mid,1.346801,0,0,0,0,0,1.683502,0,0,0,0,0,0.3367003,0,0,0,0.3367003,0.3367003,0,0,0,0,1.683502,0.6734007,0,0,0,0,0,0,0,27.94613,0,0,0,0,0,0,4.040404,11.11111,0,0,0,0,0,0,0,0.6734007,0,0,0,0,2.693603,0,0,0,0,0,1.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3367003,0,0,0,0,45.11785,0,0,0.6734007,0,0,0,0,0,300,297
6517,WAK-00417,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.29594,166.5995,Forereef,Deep,0,0,0,0,0,0,1.056338,0,0.3521127,0,0,0,7.042254,0,0,0.7042254,1.408451,0,0,0,0.3521127,0,0,0,0,0,0,0,0,0,0,18.30986,0,0,0,0.3521127,0,0,8.802817,2.112676,0,0,0,0,0,0,0,1.760563,0,0,0,0,0,0,0,0,0,0.7042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.816901,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78873,0,0,0,0,30.98592,5.28169,0,3.169014,0,0,0,0,0,300,284
6518,WAK-00412,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.30471,166.5945,Forereef,Mid,1.718213,0,0,0,0,0,0.6872852,0,0,0,0.6872852,0.6872852,1.030928,0,0,0,2.061856,0.6872852,0,0,0,0,3.780069,0,0,0,0,0,0,0,0,29.20962,0,0,0,0,0,0,3.092784,6.52921,0,0,0,0,0,0,0,1.030928,0,0,0,0,0,0,0,0,0,1.030928,0,0,0,0,0,0,0,0,0,0,0,0,0,2.061856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6872852,0,0,0,0,45.01718,0,0,0,0,0,0,0,0,300,291
6519,WAK-00408,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31889,166.6006,Forereef,Mid,3.571429,0.3571429,0,0,0,0,0.7142857,0,0,0,0,0,0,0,0,1.428571,1.785714,1.071429,0,0,0,0,2.142857,0,0,0,0,0,0,0,0,13.92857,0,0,0,0,0,1.071429,4.642857,2.857143,0,0,0,0,0,0,0,0.3571429,0,0,0,0,3.214286,0,0,0,0,8.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.928571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0.3571429,0,0,0,300,280
6520,WAK-00426,2014,3/17/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31631,166.5988,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6920415,0.3460208,0,0,0,0,0,0,0,0,0,0,0,0,0,3.114187,0,0,0,0,0,0,5.190311,0.3460208,0,0,0,0,0,0,0,0,0,0,0,0,6.920415,0,0,0,0,6.920415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.47059,0,0,0,0,0,0,0,0,300,289
6521,WAK-00205,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31936,166.6232,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6896552,1.034483,0,0,0,0,0,1.37931,0,0,0,0,0,0,0,5.517241,0,0,0,0,0,0,1.724138,10,0,0,0,0,0,0,0,0.6896552,0,0,0,0,1.034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.551724,0,0,0,0,0,0,0,0,0,0,0,0,0,4.827586,0,0,0,0,62.06897,0.6896552,0,3.793103,0,0,0,0,0,300,290
6522,WAK-00189,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.313,166.6502,Forereef,Mid,0.3436426,0,0,0,0,0,0,0,0,0,0,2.749141,0,0,0,0,0.6872852,0.3436426,0,0,0,0,0.3436426,0,0,0,0.3436426,0,0,0,0,7.216495,0.3436426,0,0,0,0,0,3.092784,9.278351,0,0,0,0,0,0,0,0,0,0,0,0,0.6872852,0,0,0,0,6.872852,0.6872852,0,0,0,0,0,0,0,0,0,0,0,0,0.3436426,0,0,0,0,0,0.3436426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3436426,0,0,0,0,65.97938,0,0,0,0,0,0,0,0,300,291
6523,WAK-00278,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31318,166.6479,Forereef,Shallow,0.3311258,0.3311258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3311258,0,0,0,0,0,0,0,0,1.986755,0,0,0,0,0,0,5.960265,0.3311258,0,0,0,0,0,0,0,0,0,0,0,0,8.278146,0,0,0,0,12.58278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9933775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3311258,68.54305,0,0,0,0,0,0,0,0,310,302
6524,WAK-00180,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31614,166.6401,Forereef,Mid,1.706485,0,0,0,0,0,6.143345,0,0,0,0,0,0,0,0,0,1.365188,0.3412969,0,0,0,0,0.6825939,0.3412969,0,0,0,0,0,0,0,29.69283,0,0,0,0.6825939,0,0.6825939,0.6825939,11.6041,0,0,0,0,0,0,0,0,0,0,0,0,4.778157,0,0,0,0,6.484642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.389078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3412969,0,0,0,0,32.08191,0,0,0,0,0,0,0,0,310,293
6525,WAK-00166,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31456,166.6469,Forereef,Deep,0,0,0,0,0,0,1.360544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70068,1.360544,0,0,0,0,0,0,0,9.863946,5.102041,0,0,0,0,0,2.040816,5.102041,0,0,0,0,0,0,0,0,0,0,0,0,6.122449,0,0,0,0,2.721088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.183673,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020408,0,0,0,0,54.42177,0,0,0,0,0,0,0,0,300,294
6526,WAK-00287,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31512,166.6419,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0.3787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,1.515152,1.893939,0,0,0,0,0,0,0,0,0,0,0,0,37.87879,0,0,0,0,22.72727,1.136364,0,0,0,0,0,0,0,0,0,0,0,0,0.3787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.3787879,0,0,0,0.3787879,0,280,264
6527,WAK-00183,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31525,166.6323,Forereef,Mid,2.147239,0,0,0,0,0,0.9202454,0,0,0,0,0,0.3067485,0,0,0,1.226994,0.3067485,0,0,0,0,0.9202454,0.3067485,0,0,0,0,0,0,0,22.39264,0,0,0,0,0,0,0.6134969,5.214724,0,0,0,0.6134969,0,0,0,0,0,0,0,0,4.601227,0,0,0,0,6.441718,2.760736,0,0,0,0,0,0,0,0,0,0,0,0,0.6134969,0,0,0,0,0,7.055215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25153,0,0,0.3067485,0,0,0,0,0,330,326
6528,WAK-00272,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31482,166.6301,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,1.365188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3412969,0,0,0,0,14.67577,0,0,0,0,0,0,0.3412969,0.6825939,0,0,0,0,0,0,0,0.6825939,0,0,0,0,18.08874,0,0,0,0,22.1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.95563,0,0,0.6825939,0,0,0,0,0,300,293
6529,WAK-00258,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31579,166.6276,Forereef,Mid,1.315789,0,0,0,0,0,0.3289474,0,0,0,0,0,0,0,0,0,2.960526,0,0,0,0,0,0.3289474,0.9868421,0,0,0,0,0,0,0,18.09211,0,0,0,0,0,0,0,7.236842,0,0,0,0,0,0,0,0,0,0,0,0,4.934211,0,0,0,0,0.9868421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.39474,0,0,14.80263,0,0,0,0.9868421,0,310,304
6530,WAK-00241,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.32235,166.6214,Forereef,Deep,0.3278689,0.3278689,0,0,0,0,2.622951,0,0,0,0,0,0,0,0,0,1.639344,0.6557377,0,0,0,0,2.95082,0.9836066,0,0,0,0,0,0,0,22.62295,0,0,0,0,0,0,0,12.45902,0,0,0,0,0,0,0,0,0,0.3278689,0,0,4.262295,0,0,0,0,1.311475,0,0,0,0,0,0,0,0,0.3278689,0,0,0,0,0,0,0,0,0,0,12.13115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04918,0,0,0,0,0,0,0,0,310,305
6531,WAK-00436,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.32385,166.6196,Forereef,Deep,0.3521127,0,0,0,0,0,2.816901,0,0,0,0,0,0,0,0,0,1.056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169014,0,0,0,0,0,0.7042254,3.521127,2.112676,0,0,0.7042254,0,0,0,0,0,0,0,0,0,2.464789,0,0,0,0,0.7042254,0.3521127,0,0,1.056338,0,0,0,0,0,0,0,0,0,0.3521127,0,0,0,0,0,15.49296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.32394,0,0,2.816901,0,0,0,0,0,300,284
6532,WAK-00369,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31886,166.6236,Forereef,Mid,1.010101,0,0,0,0,0,0.3367003,0,0,0,0,0,0,0,0,0,2.356902,0.3367003,0,0,0,0,0,0.6734007,0,0,0,0,0,0,0,3.703704,0,0,0,0,0,0.3367003,1.010101,0.3367003,0,0,0,0,0,0,0,0,0,0,0,0,2.693603,0,0,0,0,3.367003,0.3367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.10101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.91246,0,0,15.48822,0,0,0,0,0,300,297
6533,WAK-00360,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.32338,166.6201,Forereef,Mid,1.694915,0,0,0,0,0,6.779661,0,0,0,0,2.033898,0,0,0,0,1.355932,1.694915,0,0,0,0,1.016949,0.6779661,0,0,0,0,0,0,0,32.54237,0,0,0,0,0,0.3389831,2.372881,14.23729,0,0,0,0,0,0,0,0,0,0,0,0,5.084746,0,0,0,0,5.423729,0.6779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.98305,0,0,0,0,0,0,0,0,300,295
6534,WAK-00404,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31558,166.6422,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422145,0,0,0,0,0,0,0,0,0,0.3460208,0,0,0,0,22.14533,0,0,0,0,0,0,2.076125,8.99654,0,0,0,0,0,0,0,1.038062,0,0,0,0,3.460208,0,0,0,0,3.114187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.152249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.24913,0,0,0,0,0,0,0,0,300,289
6535,WAK-00419,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31355,166.6493,Forereef,Deep,0,0.3496503,0,0,0,0,1.048951,0,0.3496503,0,0,1.398601,0,0,0,0,0.6993007,0,0,0,0,0,1.398601,0.6993007,0,0,0,0,0,0,0,15.38462,0,0,0,0,11.18881,0.3496503,0.6993007,4.895105,0,0,0,0,0,0,0,3.146853,0,0.3496503,0,0,3.146853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6993007,0,0,0,0,1.398601,0,0,0,0,0,3.846154,0,0,0,0,0,0,0,0,0,0,0,0,0.3496503,0.3496503,0,0,0,0,47.55245,0.3496503,0,0.3496503,0,0,0,0,0,290,286
6536,WAK-00392,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31481,166.6305,Forereef,Shallow,0,0.6825939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01706,0,0,0,0,0,0,1.023891,0,0,0,0,0,0,0,0,0,0,0,0,0,15.69966,0,0,0,0,18.77133,0.3412969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3412969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.09898,0,0,0,0,0,0,1.023891,0,300,293
6537,WAK-00388,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31511,166.6282,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.02098,0,0,0,0,0,0,1.048951,0,0,0,0,0,0,0,0,0,0,0,0,0,6.643357,0,0,0,0,0.3496503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.04196,0,0,0,0,0,0,4.895105,0,300,286
6538,WAK-00199,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31573,166.6336,Forereef,Deep,1.694915,0,0,0,0,0,2.033898,0,0,0,0.3389831,0.3389831,0,0,0,0,1.355932,0.3389831,0,0,0,0,1.694915,0,0,0,0,0,0,0,0,19.32203,0.3389831,0,0,0.3389831,0,0,2.372881,9.491525,0,0,0,0,0,0,0,0,0,0.3389831,0,0,0.3389831,0,0,0,0,0,0,0,0,0.6779661,0,0,0,0,0,0,0,0,0,3.050847,0,0,0,0,0,7.457627,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016949,0,0,0,0,47.11864,0,0,0.3389831,0,0,0,0,0,300,295
6539,WAK-00265,2014,3/18/2014,HA1401,NA,2014,RAMP_BASIC,Wake,0,-1,0,CPCE,PRIAs,Wake,0,0,19.31611,166.6415,Forereef,Deep,0,0,0,0,0,0,3.484321,0,1.045296,0,0,0,0,0,0,0,1.393728,0.3484321,0,0,0,0,4.529617,0,0,0,0,0,0,0,0,17.07317,0,0,0,1.045296,0,0.6968641,0.3484321,1.045296,2.439024,0,0,0,0,0,0,0,0,0,0,0,2.090592,0,0,0,0,0.3484321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.878049,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74216,0,0,0,0,57.49129,0,0,0,0,0,0,0,0,300,287
6540,WAK-00023,2014,3/19/2014,HA1401,OCC-WAK-002,2014,RAMP_BASIC,Wake,0,-1,1,CPCE,PRIAs,Wake,0,-1,19.31602,166.6272,Forereef,Mid,3.460208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038062,0,0,0,0,0,0.3460208,0.6920415,0,0,0,0,0,0,0,41.86851,0,0,0,0,0,0,0.3460208,11.41869,1.730104,0,0,0,0,0,0,0,0,0,0,0,3.806228,0,0,0,0,1.038062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.25606,0,0,0,0,0,0,0,0,310,289
6541,WAK-00024,2014,3/19/2014,HA1401,OCC-WAK-005,2014,RAMP_BASIC,Wake,0,-1,1,CPCE,PRIAs,Wake,0,-1,19.30616,166.6511,UNKNOWN,UNKNOWN,0.6802721,0,0,0,0,0,2.380952,0,0,0,0,0,0,0,0,0,2.721088,0,0,0,0,0,0,0.3401361,0,0,0,0,0,0,0,44.89796,0,0,0,0,0,0,3.061224,8.843537,0,0,0,0,0,0,0,0,0,0,0,0,1.360544,0,0,0,0,0.3401361,0.3401361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54422,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020408,0,0,0,0,23.46939,0,0,0,0,0,0,0,0,320,294
