OBJECTID,ROUNDID,MISSIONID,REGION_NAME,ISLAND,SITE,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,SITEVISITID,DATE_,OBS_YEAR,DIVER,REPLICATEID,REP,METHOD,PHOTOGRAPHER,TRAINING_YN,DEPTH,SURVEY_RADIUS_M,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,TUNICATE,ZOANTHID,CORALLIMORPH,CLAM,CYANO,SPONGE,OTHER,OTHER_TYPE,HABITAT_CODE,HABITAT_TYPE,CURRENT_STRENGTH,VISIBILITY,MIN_DEPTH,MAX_DEPTH,SUBSTRATE_HEIGHT_0,SUBSTRATE_HEIGHT_20,SUBSTRATE_HEIGHT_50,SUBSTRATE_HEIGHT_100,SUBSTRATE_HEIGHT_150,MAX_HEIGHT,URCHIN_DACOR,BORING_URCHIN_DACOR,SPECIES,TAXONNAME,COMMONNAME,COMMONFAMILYALL,FAMILY,SCIENTIFIC_NAME,RANK,TROPHIC,TROPHIC_MONREP,LW_A,LW_B,LMAX,LENGTH_CONVERSION_FACTOR,COUNT,SIZE_,OBS_TYPE,OBS_DESC
2284374,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,23,I,Instantaneous
2284375,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHAG,Chromis agilis,Agile chromis,Damselfish,Pomacentridae,Chromis agilis,Species,Pk,PLANKTIVORE,0.0035,3,11,1,10,5,I,Instantaneous
2284376,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHVA,Chromis vanderbilti,Vanderbilt's chromis,Damselfish,Pomacentridae,Chromis vanderbilti,Species,Pk,PLANKTIVORE,0.0258,3,15,1,10,5,I,Instantaneous
2284377,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHVA,Chromis vanderbilti,Vanderbilt's chromis,Damselfish,Pomacentridae,Chromis vanderbilti,Species,Pk,PLANKTIVORE,0.0258,3,15,1,10,4,I,Instantaneous
2284308,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHUB,Kyphosus sp,,Chub,Kyphosidae,,Genus,H,PRIMARY,0.01285,3.15059,75,0.95,10,24,I,Instantaneous
2284309,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHUB,Kyphosus sp,,Chub,Kyphosidae,,Genus,H,PRIMARY,0.01285,3.15059,75,0.95,10,28,I,Instantaneous
2284310,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,GYFL,Gymnothorax flavimarginatus,Yellow-edged moray,Moray,Muraenidae,Gymnothorax flavimarginatus,Species,Pisc,PISCIVORE,0.0004,3.35,240,1,1,40,I,Instantaneous
2284311,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,1,12,I,Instantaneous
2284312,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,2,8,I,Instantaneous
2284313,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CTSR,Ctenochaetus striatus,Striated surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus striatus,Species,H,PRIMARY,0.02313,3.06347,28,0.91,1,14,I,Instantaneous
2284314,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CTSR,Ctenochaetus striatus,Striated surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus striatus,Species,H,PRIMARY,0.02313,3.06347,28,0.91,1,15,I,Instantaneous
2284315,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,ZEFL,Zebrasoma flavescens,Yellow tang,Surgeonfish,Acanthuridae,Zebrasoma flavescens,Species,H,PRIMARY,0.0148,3.16,20,1,2,14,I,Instantaneous
2284316,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,NALI,Naso lituratus,Orangespine unicornfish,Surgeonfish,Acanthuridae,Naso lituratus,Species,H,PRIMARY,0.0085,3.25,46,0.97,1,31,I,Instantaneous
2284317,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,MEVI,Melichthys vidua,Pinktail triggerfish,Triggerfish,Balistidae,Melichthys vidua,Species,H,PRIMARY,0.0058,3.554,34,1,1,15,I,Instantaneous
2284318,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHPU,Chaetodon punctatofasciatus,Spotband butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon punctatofasciatus,Species,MI,SECONDARY,0.0296,2.9895,12,1,1,8,I,Instantaneous
2284319,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHUB,Kyphosus sp,,Chub,Kyphosidae,,Genus,H,PRIMARY,0.01285,3.15059,75,0.95,10,26,I,Instantaneous
2284320,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,2,10,I,Instantaneous
2284321,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,1,11,I,Instantaneous
2284322,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,CHOR,Chaetodon ornatissimus,Ornate butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon ornatissimus,Species,Cor,SECONDARY,0.0296,2.9895,20,1,2,15,I,Instantaneous
2284323,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,PAIN,Parupeneus insularis,Twosaddle goatfish,Goatfish,Mullidae,Parupeneus insularis,Species,MI,SECONDARY,0.0135,3.0671,33,1,1,22,N,Non-Instantaneous
2284324,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,EPSL,Epinephelus spilotoceps,Foursaddle grouper,Grouper,Serranidae,Epinephelus spilotoceps,Species,Pisc,PISCIVORE,0.0041,3.346,35,1,1,36,I,Instantaneous
2284325,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,LAPE,Labroides pectoralis,Blackspot cleaner wrasse,Wrasse,Labridae,Labroides pectoralis,Species,MI,SECONDARY,0.0058,3.171,8,1,4,5,I,Instantaneous
2284326,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,LADI,Labroides dimidiatus,Bluestreak cleaner wrasse,Wrasse,Labridae,Labroides dimidiatus,Species,MI,SECONDARY,0.00585,3.23093,12,1,1,8,I,Instantaneous
2284327,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,GOVA,Gomphosus varius,Bird wrasse,Wrasse,Labridae,Gomphosus varius,Species,MI,SECONDARY,0.02437,2.70269,32,1,1,15,I,Instantaneous
2284328,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,GOVA,Gomphosus varius,Bird wrasse,Wrasse,Labridae,Gomphosus varius,Species,MI,SECONDARY,0.02437,2.70269,32,1,1,9,I,Instantaneous
2284329,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,PSOC,Pseudocheilinus octotaenia,Eight-lined wrasse,Wrasse,Labridae,Pseudocheilinus octotaenia,Species,MI,SECONDARY,0.0138,3.1563,14,1,2,7,I,Instantaneous
2284330,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,1,15,I,Instantaneous
2284331,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,10,6,I,Instantaneous
2284332,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,2,7,I,Instantaneous
2284333,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,5,3,I,Instantaneous
2284334,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,5,4,I,Instantaneous
2284335,112,HA1701,Pacific Remote Island Areas,Wake,WAK-467,19.313186,166.594737,Forereef,Mid,10511,19-APR-17,2017,TCW,1845964173,A,nSPC,-1,0,9,7.5,21,,3,12,,0,,,,,,,64,,AGR,Aggregate Reef,Slight,30,9,11,50,50,0,0,0,0.5,R,R,THQU,Thalassoma quinquevittatum,Fivestripe wrasse,Wrasse,Labridae,Thalassoma quinquevittatum,Species,MI,SECONDARY,0.0139,3,17,1,6,7,I,Instantaneous
2285191,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,BOMU,Bolbometopon muricatum,Green humphead parrotfish,Parrotfish,Scaridae,Bolbometopon muricatum,Species,Cor,SECONDARY,0.0183,3.0421,130,1,1,50,N,Non-Instantaneous
2285192,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,SCFO,Scarus forsteni,Forsten's parrotfish,Parrotfish,Scaridae,Scarus forsteni,Species,H,PRIMARY,0.01859,3.0455,55,1,1,27,I,Instantaneous
2285193,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,ACAC,Acanthurus achilles,Achilles tang,Surgeonfish,Acanthuridae,Acanthurus achilles,Species,H,PRIMARY,0.025,3,25,1,3,15,I,Instantaneous
2285194,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CTSR,Ctenochaetus striatus,Striated surgeonfish,Surgeonfish,Acanthuridae,Ctenochaetus striatus,Species,H,PRIMARY,0.02313,3.06347,28,0.91,2,12,I,Instantaneous
2285195,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,NALI,Naso lituratus,Orangespine unicornfish,Surgeonfish,Acanthuridae,Naso lituratus,Species,H,PRIMARY,0.0085,3.25,46,0.97,2,20,N,Non-Instantaneous
2285196,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,ZEFL,Zebrasoma flavescens,Yellow tang,Surgeonfish,Acanthuridae,Zebrasoma flavescens,Species,H,PRIMARY,0.0148,3.16,20,1,3,14,I,Instantaneous
2285197,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,NABR,Naso brevirostris,Spotted unicornfish,Surgeonfish,Acanthuridae,Naso brevirostris,Species,Pk,PLANKTIVORE,0.01065,3.24297,60,1,1,22,N,Non-Instantaneous
2285198,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CTCY,Ctenochaetus cyanocheilus,Bluelip bristletooth,Surgeonfish,Acanthuridae,Ctenochaetus cyanocheilus,Species,H,PRIMARY,0.0233,3.0559,20,1,4,8,I,Instantaneous
2285199,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,MEVI,Melichthys vidua,Pinktail triggerfish,Triggerfish,Balistidae,Melichthys vidua,Species,H,PRIMARY,0.0058,3.554,34,1,1,17,I,Instantaneous
2285200,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHEP,Chaetodon ephippium,Saddle butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon ephippium,Species,MI,SECONDARY,0.02249,3.06092,23,1,2,17,I,Instantaneous
2285201,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHEP,Chaetodon ephippium,Saddle butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon ephippium,Species,MI,SECONDARY,0.02249,3.06092,23,1,2,16,I,Instantaneous
2285202,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHAU,Chaetodon auriga,Threadfin butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon auriga,Species,SI,SECONDARY,0.0404,2.82943,23,1,1,15,I,Instantaneous
2285203,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHAU,Chaetodon auriga,Threadfin butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon auriga,Species,SI,SECONDARY,0.0404,2.82943,23,1,1,14,I,Instantaneous
2285204,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHOR,Chaetodon ornatissimus,Ornate butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon ornatissimus,Species,Cor,SECONDARY,0.0296,2.9895,20,1,2,15,I,Instantaneous
2285205,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHLU,Chaetodon lunula,Raccoon butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon lunula,Species,SI,SECONDARY,0.0296,2.9895,21,1,10,15,I,Instantaneous
2285206,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHLU,Chaetodon lunula,Raccoon butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon lunula,Species,SI,SECONDARY,0.0296,2.9895,21,1,3,14,I,Instantaneous
2285207,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CHLU,Chaetodon lunula,Raccoon butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon lunula,Species,SI,SECONDARY,0.0296,2.9895,21,1,3,16,I,Instantaneous
2285208,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,PAIN,Parupeneus insularis,Twosaddle goatfish,Goatfish,Mullidae,Parupeneus insularis,Species,MI,SECONDARY,0.0135,3.0671,33,1,1,20,I,Instantaneous
2285209,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,PAIN,Parupeneus insularis,Twosaddle goatfish,Goatfish,Mullidae,Parupeneus insularis,Species,MI,SECONDARY,0.0135,3.0671,33,1,1,22,I,Instantaneous
2285210,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,PACY,Parupeneus cyclostomus,Goldsaddle goatfish,Goatfish,Mullidae,Parupeneus cyclostomus,Species,Pisc,PISCIVORE,0.0124,3,50,1,1,30,I,Instantaneous
2285211,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,25,I,Instantaneous
2285212,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,22,I,Instantaneous
2285213,112,HA1701,Pacific Remote Island Areas,Wake,WAK-482,19.304261,166.594562,Forereef,Mid,10519,20-APR-17,2017,TCW,1845964190,A,nSPC,-1,0,12,7.5,35,,12,6,,0,,,,,,,47,,AGR,Aggregate Reef,None,30,10,16,18,20,60,2,0,1.1,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,37,I,Instantaneous
